CaseID,Activity,Timestamp,Actor,ActionType,ModelReference,Details
Case_2,ac_Search_flights,1751571725,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Mobile
Case_2,ac_Consult_options,1751571780,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=3;estur:preferredTime=Afternoon
Case_2,ac_View_flight_details,1751571900,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=LH4321;estur:airline=Lufthansa
Case_2,ac_Check_real_time_availability,1751572025,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=false;estur:service=Flight
Case_2,ac_Enter_personal_data,1751572090,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Phone;estur:language=EN
Case_2,ac_Validate_passport_ID,1751572145,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=ID Card;estur:validationSource=ThirdParty
Case_2,ac_Anti_fraud_verification,1751572210,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Medium;estur:fraudCheckMethod=RuleBased
Case_2,ac_Confirm_reservation,1751572275,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=SMS;estur:status=Pending
Case_3,ac_Start,1751575800,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_3,ac_Validate_user_access,1751575865,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Biometric;estur:accessLevel=User
Case_3,ac_Search_flights,1751575920,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchDevice=Tablet
Case_3,ac_Consult_options,1751575980,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=8;estur:preferredClass=Economy
Case_3,ac_View_flight_details,1751576100,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=BA5678;estur:airline=British Airways
Case_3,ac_Check_real_time_availability,1751576220,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_3,ac_Enter_personal_data,1751576280,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_3,ac_Validate_passport_ID,1751576340,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_3,ac_Anti_fraud_verification,1751576400,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=Heuristic
Case_3,ac_Confirm_reservation,1751576460,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_4,ac_Start,1751580000,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_4,ac_Validate_user_access,1751580065,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_4,ac_Search_flights,1751580120,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Desktop
Case_4,ac_Consult_options,1751580180,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=10;estur:preferredClass=Business
Case_4,ac_View_flight_details,1751580300,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=UA7890;estur:airline=United Airlines
Case_4,ac_Check_real_time_availability,1751580420,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_4,ac_Enter_personal_data,1751580480,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email-Phone;estur:language=EN
Case_4,ac_Validate_passport_ID,1751580540,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=ID Card;estur:validationSource=ThirdParty
Case_4,ac_Anti_fraud_verification,1751580600,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=High;estur:fraudCheckMethod=AIModel
Case_4,ac_Confirm_reservation,1751580660,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=SMS;estur:status=Confirmed
Case_5,ac_Start,1751584200,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_5,ac_Validate_user_access,1751584265,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=TwoFactor;estur:accessLevel=User
Case_5,ac_Search_flights,1751584320,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchDevice=Smartphone
Case_5,ac_Consult_options,1751584380,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=4;estur:preferredClass=Economy
Case_5,ac_View_flight_details,1751584500,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=DL2345;estur:airline=Delta Airlines
Case_5,ac_Check_real_time_availability,1751584620,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_5,ac_Enter_personal_data,1751584680,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_5,ac_Validate_passport_ID,1751584740,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_5,ac_Anti_fraud_verification,1751584800,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=Heuristic
Case_5,ac_Confirm_reservation,1751584860,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_6,ac_Start,1751587800,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_6,ac_Validate_user_access,1751587865,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_6,ac_Search_flights,1751587920,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=MobileApp
Case_6,ac_Consult_options,1751587980,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=7;estur:preferredClass=Business
Case_6,ac_View_flight_details,1751588100,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=AA1234;estur:airline=American Airlines
Case_6,ac_Check_real_time_availability,1751588220,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_6,ac_Enter_personal_data,1751588280,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email-Phone;estur:language=EN
Case_6,ac_Validate_passport_ID,1751588340,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=ID Card;estur:validationSource=GovernmentAPI
Case_6,ac_Anti_fraud_verification,1751588400,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Medium;estur:fraudCheckMethod=RuleBased
Case_6,ac_Confirm_reservation,1751588460,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_7,ac_Start,1751591400,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_7,ac_Validate_user_access,1751591465,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=OTP;estur:accessLevel=User
Case_7,ac_Search_flights,1751591520,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchDevice=Desktop
Case_7,ac_Consult_options,1751591580,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=12;estur:preferredClass=Economy
Case_7,ac_View_flight_details,1751591700,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=LH3456;estur:airline=Lufthansa
Case_7,ac_Check_real_time_availability,1751591820,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_7,ac_Enter_personal_data,1751591880,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_7,ac_Validate_passport_ID,1751591940,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=ThirdParty
Case_7,ac_Anti_fraud_verification,1751592000,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=AIModel
Case_7,ac_Confirm_reservation,1751592060,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_8,ac_Start,1751595000,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_8,ac_Validate_user_access,1751595065,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_8,ac_Search_flights,1751595120,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=MobileWeb
Case_8,ac_Consult_options,1751595180,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=5;estur:preferredClass=Economy
Case_8,ac_View_flight_details,1751595300,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=AF6789;estur:airline=Air France
Case_8,ac_Check_real_time_availability,1751595420,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_8,ac_Enter_personal_data,1751595480,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email-Address;estur:language=EN
Case_8,ac_Validate_passport_ID,1751595540,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_8,ac_Anti_fraud_verification,1751595600,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Medium;estur:fraudCheckMethod=RuleBased
Case_8,ac_Confirm_reservation,1751595660,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=SMS;estur:status=Confirmed
Case_9,ac_Start,1751598600,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_9,ac_Validate_user_access,1751598665,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=TwoFactor;estur:accessLevel=User
Case_9,ac_Search_flights,1751598720,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchDevice=Tablet
Case_9,ac_Consult_options,1751598780,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=9;estur:preferredClass=Business
Case_9,ac_View_flight_details,1751598900,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=EK1234;estur:airline=Emirates
Case_9,ac_Check_real_time_availability,1751599020,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_9,ac_Enter_personal_data,1751599080,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_9,ac_Validate_passport_ID,1751599140,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=ThirdParty
Case_9,ac_Anti_fraud_verification,1751599200,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=Heuristic
Case_9,ac_Confirm_reservation,1751599260,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_10,ac_Start,1751602200,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_10,ac_Validate_user_access,1751602265,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_10,ac_Search_flights,1751602320,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Desktop
Case_10,ac_Consult_options,1751602380,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=6;estur:preferredClass=Economy
Case_10,ac_View_flight_details,1751602500,System,at_InformationRequest,https://ontologia.segittur.es/turismo/def/core/VerDetallesVuelo,estur:flightCode=QF5678;estur:airline=Qantas
Case_10,ac_Check_real_time_availability,1751602620,ReservationEngine,at_AvailabilityValidation,https://ontologia.segittur.es/turismo/def/core/VerificarDisponibilidadTiempoReal,estur:availability=true;estur:service=Flight
Case_10,ac_Enter_personal_data,1751602680,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email-Phone;estur:language=EN
Case_10,ac_Validate_passport_ID,1751602740,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=ID Card;estur:validationSource=GovernmentAPI
Case_10,ac_Anti_fraud_verification,1751602800,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Medium;estur:fraudCheckMethod=AIModel
Case_10,ac_Confirm_reservation,1751602860,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
CaseID,ac_Activity,Timestamp,Actor,at_ActionType,ModelReference,Details
Case_11,ac_Start,1751605000,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_11,ac_Validate_user_access,1751605060,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_11,ac_Search_flights,1751605120,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Desktop
Case_11,ac_Anti_fraud_verification,1751605180,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=High;estur:fraudCheckMethod=AIModel;violation=FraudCheckBeforeIDValidation
Case_11,ac_Validate_passport_ID,1751605240,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_11,ac_Select_flight,1751605300,User,at_Selection,https://ontologia.segittur.es/turismo/def/core/SeleccionarVuelo,estur:flightCode=BA987;estur:airline=British Airways
Case_11,ac_Enter_personal_data,1751605360,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_11,ac_Confirm_reservation,1751605420,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed;violation=ConfirmedWithoutTicketRegistration
Case_12,ac_Start,1751608500,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_12,ac_Validate_user_access,1751608560,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=OTP;estur:accessLevel=User
Case_12,ac_Search_flights,1751608620,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchDevice=Mobile
Case_12,ac_Enter_personal_data,1751608680,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Phone;estur:language=EN;violation=NoIDValidationBeforePayment
Case_12,ac_Anti_fraud_verification,1751608740,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=RuleBased
Case_12,ac_Pay_with_card,1751608800,User,at_Payment,https://ontologia.segittur.es/turismo/def/core/PagoConTarjeta,estur:paymentMethod=CreditCard
Case_12,ac_Process_payment,1751608860,PaymentGateway,at_Processing,https://ontologia.segittur.es/turismo/def/core/ProcesarPago,estur:gateway=Stripe
Case_12,ac_Confirm_reservation,1751608920,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed;violation=ConfirmedWithoutTicketRegistration
Case_13,ac_Start,1751611500,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_13,ac_Validate_user_access,1751611560,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_13,ac_Search_flights,1751611620,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Web
Case_13,ac_Consult_options,1751611680,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=8;estur:preferredClass=Economy
Case_13,ac_Pay_with_PayPal,1751611740,User,at_Payment,https://ontologia.segittur.es/turismo/def/core/PagoConPayPal,estur:paymentMethod=PayPal;violation=NoIDValidationBeforePayment
Case_13,ac_Process_payment,1751611800,PaymentGateway,at_Processing,https://ontologia.segittur.es/turismo/def/core/ProcesarPago,estur:gateway=PayPalAPI
Case_13,ac_Confirm_reservation,1751611860,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed;violation=ConfirmedWithoutTicketRegistration
Case_14,ac_Start,1751614800,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_14,ac_Validate_user_access,1751614860,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_14,ac_Search_flights,1751614920,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=Desktop
Case_14,ac_Consult_options,1751614980,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=10;estur:preferredClass=Business
Case_14,ac_Enter_personal_data,1751615040,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_14,ac_Anti_fraud_verification,1751615100,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=High;estur:fraudCheckMethod=RuleBased;violation=FraudCheckBeforeIDValidation
Case_14,ac_Validate_passport_ID,1751615160,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_14,ac_Pay_with_card,1751615220,User,at_Payment,https://ontologia.segittur.es/turismo/def/core/PagoConTarjeta,estur:paymentMethod=CreditCard
Case_14,ac_Process_payment,1751615280,PaymentGateway,at_Processing,https://ontologia.segittur.es/turismo/def/core/ProcesarPago,estur:gateway=Stripe
Case_14,ac_Confirm_reservation,1751615340,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed;violation=ConfirmedWithoutTicketRegistration
Case_15,ac_Start,1751618400,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_15,ac_Validate_user_access,1751618460,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_15,ac_Search_flights,1751618520,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:searchChannel=MobileApp
Case_15,ac_Consult_options,1751618580,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:resultCount=7;estur:preferredClass=Economy
Case_15,ac_Enter_personal_data,1751618640,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email-Phone;estur:language=EN;violation=NoIDValidationBeforePayment
Case_15,ac_Pay_with_PayPal,1751618700,User,at_Payment,https://ontologia.segittur.es/turismo/def/core/PagoConPayPal,estur:paymentMethod=PayPal
Case_15,ac_Process_payment,1751618760,PaymentGateway,at_Processing,https://ontologia.segittur.es/turismo/def/core/ProcesarPago,estur:gateway=PayPalAPI
Case_15,ac_Confirm_reservation,1751618820,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed;violation=ConfirmedWithoutTicketRegistration
Case_16,ac_Start,1751622000,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:activityType=Initialization;estur:actorRole=Traveler
Case_16,ac_Validate_user_access,1751622060,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:authMethod=Password;estur:accessLevel=User
Case_16,ac_Search_flights,1751622120,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:flightClass=Economy;estur:searchCount=1
Case_16,ac_Search_flights,1751622180,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:flightClass=Economy;estur:searchCount=2
Case_16,ac_Search_flights,1751622240,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:searchType=Flight;estur:flightClass=Economy;estur:searchCount=3
Case_16,ac_Consult_options,1751622300,User,at_Query,https://ontologia.segittur.es/turismo/def/core/ConsultarOpciones,estur:preferredClass=Economy;estur:resultCount=5
Case_16,ac_Select_flight,1751622360,User,at_Selection,https://ontologia.segittur.es/turismo/def/core/SeleccionarVuelo,estur:flightCode=FR123;estur:airline=Ryanair
Case_16,ac_Enter_personal_data,1751622420,User,at_DataEntry,https://ontologia.segittur.es/turismo/def/core/IngresarDatosPersonales,estur:dataFields=Name-Email;estur:language=EN
Case_16,ac_Validate_passport_ID,1751622480,DocumentValidationService,at_Verification,https://ontologia.segittur.es/turismo/def/core/ValidarIdentidad,estur:documentType=Passport;estur:validationSource=GovernmentAPI
Case_16,ac_Anti_fraud_verification,1751622540,FraudSystem,at_FraudCheck,https://ontologia.segittur.es/turismo/def/core/VerificacionAntifraude,estur:fraudScore=Low;estur:fraudCheckMethod=RuleBased
Case_16,ac_Pay_with_card,1751622600,User,at_Payment,https://ontologia.segittur.es/turismo/def/core/PagoConTarjeta,estur:paymentMethod=CreditCard
Case_16,ac_Process_payment,1751622660,PaymentGateway,at_Processing,https://ontologia.segittur.es/turismo/def/core/ProcesarPago,estur:gateway=Stripe
Case_16,ac_Confirm_reservation,1751622720,System,at_Confirmation,https://ontologia.segittur.es/turismo/def/core/ConfirmarReserva,estur:confirmationMethod=Email;estur:status=Confirmed
Case_16,ac_Register_ticket,1751622780,System,at_Registration,https://ontologia.segittur.es/turismo/def/core/RegistrarBillete,estur:ticketType=Electronic;estur:registrationStatus=Success
Case_16,ac_End,1751622840,System,at_End,https://ontologia.segittur.es/turismo/def/core/Fin,estur:activityType=Completion
Case_17,ac_Start,1751622000,User,at_Start,https://ontologia.segittur.es/turismo/def/core/Inicio,estur:userID=User_12345;estur:activityType=Initialization
Case_17,ac_Validate_user_access,1751622060,System,at_Authentication,https://ontologia.segittur.es/turismo/def/core/Autenticacion,estur:userID=User_12345;estur:authMethod=Password
Case_17,ac_Search_flights,1751622120,User,at_Query,https://ontologia.segittur.es/turismo/def/core/BuscarVuelos,estur:userID=User_12345;estur:flightClass=Business
